X1_sexo,X2_zona,X3_ciclo,X4_ingreso_familiar,X5_trabaja,X6_beca,X7_educ_jefe,X8_tam_familiar,X9_asistencia,X10_cursos_desaprobados,X11_promedio_final
Femenino,Urbana,1,1093.11,No,No,Primaria,1,99.2,2,15.15
Femenino,Rural,1,662.56,No,No,Secundaria,7,83.8,1,14.38
Masculino,Rural,8,461.99,Sí,No,Primaria,5,70.6,3,10.03
Masculino,Rural,5,635.67,No,No,Primaria,8,76.5,3,10.74
Femenino,Urbana,5,972.04,Sí,No,Superior universitaria,8,77.2,0,15.21
Femenino,Urbana,1,2285.31,No,No,Secundaria,5,91.1,4,13.76
Femenino,Urbana,4,1983.63,No,No,Sin educación,2,87.1,1,13.21
Masculino,Rural,2,1002.2,No,Sí,Secundaria,3,92.8,1,16.93
Masculino,Rural,3,898.25,Sí,Sí,Sin educación,7,79.9,1,13.4
Masculino,Urbana,3,6350.46,No,No,Superior universitaria,5,88.9,3,12.54
Masculino,Rural,1,761.35,Sí,No,Secundaria,5,72.5,2,12.9
Femenino,Rural,4,938.65,No,No,Sin educación,7,91.3,0,15.26
Femenino,Urbana,2,740.68,Sí,No,Secundaria,5,77.6,4,10.26
Masculino,Rural,9,689.48,Sí,Sí,Sin educación,9,79.2,1,12.37
Femenino,Urbana,6,2765.91,No,No,Secundaria,4,94.1,1,14.71
Femenino,Rural,4,1161.16,No,No,Sin educación,3,80.9,1,13.3
Femenino,Rural,6,1482.96,Sí,Sí,Secundaria,5,87.0,0,15.5
Femenino,Rural,3,1667.55,No,Sí,Primaria,6,86.4,0,15.35
Femenino,Rural,3,565.12,Sí,No,Primaria,6,81.5,1,12.12
Masculino,Urbana,2,1248.58,No,No,Primaria,6,91.4,1,14.1
Femenino,Rural,2,463.01,Sí,Sí,Superior técnica,2,76.9,1,12.01
Masculino,Rural,6,3106.2,No,No,Superior técnica,7,90.6,0,15.22
Femenino,Rural,6,528.29,Sí,No,Primaria,7,76.3,1,13.31
Masculino,Urbana,1,806.64,Sí,No,Secundaria,4,74.8,8,10.95
Masculino,Rural,7,759.76,Sí,No,Primaria,9,84.8,3,11.65
Femenino,Rural,4,677.6,Sí,No,Superior universitaria,8,69.7,3,11.07
Femenino,Rural,5,2482.61,Sí,No,Secundaria,7,79.8,2,13.39
Masculino,Urbana,8,3261.81,No,No,Secundaria,3,89.1,0,16.23
Masculino,Urbana,1,1987.71,No,No,Superior universitaria,3,94.1,0,15.5
Masculino,Rural,3,2210.53,No,No,Superior técnica,8,79.2,0,14.62
Femenino,Urbana,2,1016.3,No,No,Superior técnica,4,94.4,1,14.26
Femenino,Urbana,2,4579.2,No,No,Superior universitaria,3,93.2,0,16.25
Femenino,Rural,4,645.38,Sí,No,Secundaria,3,62.9,5,10.73
Masculino,Urbana,8,1202.84,Sí,No,Primaria,2,75.8,2,12.45
Femenino,Urbana,3,1303.83,No,No,Primaria,3,88.1,0,13.32
Femenino,Rural,4,708.43,No,No,Primaria,5,77.0,1,12.43
Femenino,Urbana,6,1604.13,No,No,Superior universitaria,4,79.7,1,15.53
Femenino,Urbana,5,1712.03,No,Sí,Superior universitaria,6,88.5,1,16.46
Masculino,Urbana,4,3221.52,No,No,Superior técnica,8,76.6,2,12.94
Masculino,Urbana,3,2173.1,No,No,Superior técnica,4,85.7,3,12.46
Masculino,Urbana,7,2430.66,Sí,No,Primaria,8,65.2,1,11.19
Femenino,Urbana,4,3581.8,No,No,Secundaria,3,89.5,0,14.44
Femenino,Urbana,1,3184.4,No,No,Superior universitaria,5,85.4,0,15.37
Masculino,Urbana,7,1767.58,Sí,Sí,Primaria,3,83.5,1,13.03
Femenino,Rural,1,1021.43,No,No,Primaria,7,90.6,0,14.71
Masculino,Rural,5,646.7,No,No,Primaria,7,87.5,0,13.24
Masculino,Rural,2,648.35,No,Sí,Superior técnica,7,94.4,2,14.3
Masculino,Urbana,1,1513.87,No,No,Primaria,5,85.7,1,13.28
Femenino,Urbana,7,2801.92,No,No,Primaria,5,80.8,2,13.42
Masculino,Rural,2,899.91,Sí,Sí,Sin educación,6,77.0,2,11.89
Femenino,Urbana,10,919.91,Sí,No,Primaria,4,73.1,3,11.74
Masculino,Rural,1,912.93,Sí,Sí,Sin educación,6,71.6,3,11.22
Femenino,Urbana,9,1624.43,No,No,Secundaria,7,88.6,3,13.74
Femenino,Urbana,3,1492.58,No,No,Primaria,2,90.6,0,13.57
Femenino,Rural,2,1631.46,No,No,Secundaria,8,75.6,1,13.43
Femenino,Urbana,3,1412.65,No,No,Secundaria,7,91.2,1,15.55
Masculino,Urbana,6,1014.54,No,No,Sin educación,1,82.5,2,11.92
Femenino,Rural,3,1670.19,Sí,No,Secundaria,3,62.2,1,12.62
Femenino,Rural,4,2239.13,No,No,Secundaria,6,77.5,1,13.46
Femenino,Urbana,3,2105.87,No,No,Secundaria,6,82.7,2,13.49
Masculino,Urbana,4,7507.76,No,No,Primaria,4,86.2,1,13.56
Masculino,Urbana,6,4432.02,No,No,Secundaria,4,88.3,3,14.65
Femenino,Rural,2,604.94,Sí,Sí,Primaria,6,75.3,3,10.67
Femenino,Rural,10,650.1,No,No,Primaria,3,83.3,1,14.09
Masculino,Rural,7,1558.87,Sí,Sí,Primaria,9,80.2,1,12.25
Masculino,Urbana,1,2073.21,No,No,Primaria,3,86.1,2,12.17
Femenino,Rural,5,719.86,Sí,Sí,Primaria,4,81.6,1,12.52
Femenino,Urbana,4,1572.93,No,No,Secundaria,8,84.0,2,14.33
Masculino,Urbana,4,3806.73,No,No,Superior técnica,1,88.8,0,14.63
Masculino,Urbana,5,1504.01,No,No,Secundaria,5,81.6,1,14.63
Masculino,Rural,3,681.17,Sí,Sí,Sin educación,4,78.3,3,11.73
Masculino,Urbana,2,3523.54,No,No,Secundaria,3,85.2,3,12.62
Masculino,Urbana,7,2199.78,No,No,Superior universitaria,3,86.2,2,14.74
Femenino,Rural,8,281.63,Sí,No,Sin educación,5,68.5,4,9.24
Femenino,Rural,8,660.09,No,Sí,Primaria,3,89.9,1,15.61
Masculino,Urbana,7,824.83,No,No,Sin educación,3,95.1,0,14.37
Femenino,Rural,5,706.04,No,No,Primaria,7,85.4,1,14.31
Femenino,Urbana,4,1581.27,No,Sí,Primaria,3,93.1,0,15.26
Masculino,Urbana,1,4346.16,No,No,Superior universitaria,1,87.8,0,15.91
Masculino,Urbana,8,1199.33,No,No,Sin educación,4,95.6,0,15.29
Femenino,Urbana,4,2340.37,No,No,Primaria,2,88.0,2,14.19
Femenino,Rural,8,1466.16,Sí,No,Secundaria,7,65.6,3,10.77
Femenino,Urbana,10,1295.47,No,No,Superior técnica,3,84.4,0,14.3
Femenino,Rural,6,997.75,Sí,No,Primaria,6,77.4,3,11.7
Masculino,Urbana,9,962.26,Sí,No,Secundaria,3,78.7,4,11.43
Masculino,Rural,3,2145.49,No,No,Primaria,8,85.7,0,15.68
Masculino,Urbana,3,1262.64,No,Sí,Primaria,3,78.2,0,15.26
Masculino,Rural,1,863.5,Sí,No,Secundaria,7,68.6,3,12.07
Femenino,Urbana,6,2282.61,No,No,Secundaria,1,92.0,1,13.97
Masculino,Rural,7,1011.39,No,No,Superior universitaria,6,95.3,0,15.72
Masculino,Rural,1,1085.12,Sí,No,Secundaria,3,64.9,2,11.31
Masculino,Rural,2,802.52,Sí,No,Primaria,6,69.2,8,8.58
Femenino,Rural,6,319.86,Sí,Sí,Sin educación,8,82.3,2,12.34
Masculino,Urbana,3,1301.03,No,No,Primaria,4,97.7,2,13.95
Masculino,Urbana,3,1305.76,Sí,No,Primaria,3,72.8,1,13.42
Femenino,Urbana,8,2359.16,Sí,No,Secundaria,2,91.7,0,15.87
Femenino,Rural,1,583.44,Sí,No,Secundaria,6,72.7,7,8.81
Femenino,Urbana,5,1168.22,No,No,Superior técnica,3,93.5,0,15.53
Masculino,Urbana,1,1842.17,No,No,Superior universitaria,6,91.8,1,14.69
Masculino,Rural,3,781.27,No,No,Primaria,6,89.1,3,11.78
Femenino,Rural,3,1303.13,No,No,Secundaria,1,84.0,1,12.57
Femenino,Urbana,6,2512.81,No,No,Superior universitaria,1,86.7,0,16.01
Femenino,Rural,7,558.99,Sí,No,Secundaria,5,77.4,1,13.53
Masculino,Rural,3,994.1,No,No,Primaria,7,80.3,0,13.85
Femenino,Urbana,5,5145.24,Sí,Sí,Secundaria,4,75.6,3,13.36
Masculino,Urbana,2,3516.86,No,No,Secundaria,3,99.5,1,17.37
Femenino,Rural,5,1134.55,No,No,Primaria,5,84.4,0,13.68
Femenino,Urbana,1,3200.11,No,No,Secundaria,9,90.9,4,13.33
Masculino,Urbana,1,2761.77,No,No,Secundaria,6,79.8,3,11.63
Femenino,Rural,5,1975.81,No,No,Secundaria,5,89.4,1,14.39
Masculino,Rural,9,1092.99,No,No,Primaria,8,86.6,1,14.11
Femenino,Rural,3,375.23,Sí,Sí,Sin educación,3,74.5,2,12.98
Femenino,Rural,4,1329.07,No,Sí,Secundaria,9,84.7,1,15.02
Femenino,Urbana,7,3078.84,No,No,Secundaria,6,82.8,1,14.67
Masculino,Urbana,1,506.46,No,No,Primaria,8,88.1,0,14.16
Masculino,Rural,4,891.87,Sí,No,Primaria,6,65.1,6,9.08
Femenino,Rural,2,2076.1,No,No,Primaria,6,81.9,3,13.05
Masculino,Rural,3,1067.16,Sí,No,Secundaria,4,78.6,0,13.02
Masculino,Rural,2,1424.87,No,No,Primaria,5,89.6,2,11.76
Masculino,Rural,2,779.98,Sí,Sí,Sin educación,8,79.6,4,10.06
Masculino,Urbana,1,1724.59,No,No,Primaria,6,84.7,4,13.13
Femenino,Rural,2,975.54,Sí,No,Sin educación,6,72.3,4,9.91
Femenino,Urbana,6,5339.39,No,No,Superior universitaria,2,92.3,0,17.07
Masculino,Urbana,4,1559.37,No,No,Superior técnica,5,79.0,1,14.5
Masculino,Rural,9,694.08,Sí,No,Sin educación,8,73.9,2,10.79
Masculino,Urbana,1,921.53,No,No,Secundaria,6,78.1,0,14.07
Femenino,Rural,8,908.72,Sí,Sí,Secundaria,5,81.0,1,13.51
Masculino,Rural,5,1483.23,No,No,Primaria,8,75.5,1,12.49
Femenino,Urbana,1,1874.21,No,No,Superior universitaria,5,85.3,1,15.01
Femenino,Rural,1,1538.95,No,No,Superior técnica,9,85.5,3,11.6
Femenino,Rural,3,2065.66,No,No,Superior universitaria,8,89.9,0,15.84
Masculino,Rural,9,472.21,No,No,Primaria,6,95.8,3,11.58
Masculino,Rural,2,1234.27,Sí,No,Primaria,9,77.0,6,8.98
Femenino,Rural,10,990.9,Sí,Sí,Secundaria,9,80.8,1,13.86
Femenino,Rural,4,395.58,No,No,Primaria,6,85.5,1,13.2
Masculino,Urbana,6,1482.75,No,No,Primaria,6,86.0,1,14.97
Femenino,Rural,5,1324.57,No,No,Primaria,11,80.6,1,12.04
Femenino,Urbana,9,2440.8,Sí,No,Primaria,9,75.6,3,11.82
Femenino,Rural,6,292.51,Sí,No,Primaria,5,79.5,1,12.45
Femenino,Rural,5,1416.95,No,No,Primaria,7,97.7,2,14.13
Masculino,Rural,6,669.21,Sí,Sí,Sin educación,4,77.4,2,12.46
Femenino,Urbana,8,1542.99,Sí,No,Secundaria,5,76.7,1,13.15
Masculino,Urbana,3,4719.67,Sí,No,Superior universitaria,7,68.4,0,13.37
Femenino,Rural,10,1000.17,Sí,No,Primaria,7,85.7,2,13.89
Femenino,Urbana,3,8070.11,No,No,Superior universitaria,6,75.3,1,13.57
Femenino,Urbana,8,3222.23,No,No,Superior técnica,2,98.9,0,14.53
Masculino,Rural,2,407.75,Sí,No,Primaria,6,76.7,8,7.62
Femenino,Urbana,7,5363.94,No,No,Secundaria,4,80.1,1,12.53
Femenino,Rural,3,846.06,No,No,Secundaria,5,83.1,1,15.58
Masculino,Rural,10,1184.91,Sí,No,Primaria,5,85.4,3,12.53
Femenino,Rural,7,1330.22,Sí,No,Secundaria,5,74.7,4,11.63
Femenino,Rural,5,423.62,Sí,Sí,Primaria,10,68.3,3,10.62
Masculino,Rural,3,1967.06,No,No,Superior técnica,5,78.5,0,14.77
Masculino,Rural,3,2624.96,No,No,Secundaria,11,87.7,1,13.8
Femenino,Rural,3,361.29,Sí,No,Sin educación,3,56.7,5,8.36
Femenino,Urbana,1,602.94,Sí,No,Sin educación,8,75.9,5,9.68
Masculino,Rural,4,944.64,Sí,No,Secundaria,9,59.1,4,10.6
Femenino,Rural,8,1226.59,Sí,No,Superior técnica,9,60.1,6,7.59
Masculino,Rural,2,732.26,No,No,Primaria,16,84.5,2,12.44
Masculino,Urbana,6,831.72,No,Sí,Primaria,5,83.4,0,14.66
Masculino,Urbana,6,2704.58,No,No,Superior técnica,8,85.4,0,15.08
Femenino,Rural,2,4002.63,No,No,Superior técnica,1,94.9,0,16.35
Masculino,Urbana,7,3988.59,No,No,Secundaria,3,79.4,0,14.58
Femenino,Urbana,8,2001.4,No,No,Superior universitaria,6,98.2,0,16.8
Masculino,Urbana,5,7014.63,No,No,Superior técnica,5,87.8,1,14.62
Masculino,Rural,5,2326.24,No,No,Primaria,5,88.8,2,13.22
Masculino,Rural,2,2873.23,Sí,No,Sin educación,9,77.3,4,9.74
Femenino,Rural,8,467.19,Sí,No,Secundaria,9,74.0,3,10.23
Femenino,Rural,9,849.56,Sí,No,Sin educación,9,70.1,4,9.68
Femenino,Rural,5,596.19,Sí,No,Sin educación,3,89.5,3,12.5
Masculino,Urbana,8,1565.67,No,No,Superior universitaria,3,75.4,1,12.58
Masculino,Rural,2,925.48,Sí,No,Primaria,4,79.8,4,11.3
Masculino,Urbana,10,3266.35,No,No,Sin educación,8,90.0,1,14.86
Masculino,Rural,1,482.58,Sí,Sí,Primaria,9,66.2,2,10.75
Femenino,Rural,10,877.67,No,No,Sin educación,6,99.8,0,15.17
Masculino,Urbana,5,2171.02,No,No,Primaria,4,84.0,2,13.81
Femenino,Rural,10,1436.95,No,No,Superior técnica,2,88.0,2,15.51
Masculino,Rural,4,1591.43,No,No,Primaria,6,78.8,1,14.59
Masculino,Rural,2,1163.27,Sí,Sí,Primaria,6,74.6,2,10.28
Femenino,Rural,5,1699.56,Sí,No,Primaria,7,67.6,2,11.37
Femenino,Rural,1,964.1,Sí,No,Primaria,8,67.5,7,9.48
Femenino,Rural,5,1133.08,No,Sí,Secundaria,5,85.0,2,11.23
Femenino,Urbana,3,2730.85,Sí,No,Superior universitaria,7,76.4,2,12.63
Femenino,Urbana,2,1730.8,No,No,Secundaria,5,86.0,1,15.01
Femenino,Rural,8,1934.26,Sí,No,Secundaria,12,75.3,3,11.77
Masculino,Urbana,4,1983.46,No,No,Superior universitaria,3,83.8,2,14.5
Femenino,Rural,7,771.17,Sí,No,Primaria,2,68.6,2,10.5
Femenino,Rural,1,1210.56,Sí,No,Superior universitaria,2,72.1,4,10.81
Femenino,Urbana,4,1327.66,No,No,Superior técnica,4,76.5,1,15.82
Masculino,Urbana,3,784.61,No,No,Superior técnica,9,85.0,0,14.37
Masculino,Rural,6,691.1,Sí,No,Sin educación,4,69.3,4,9.23
Femenino,Rural,2,1055.06,Sí,No,Secundaria,7,78.4,2,11.8
Femenino,Rural,9,477.36,Sí,No,Sin educación,5,81.1,3,12.31
Masculino,Rural,4,1072.12,No,No,Sin educación,8,79.3,0,13.02
Femenino,Rural,7,438.9,Sí,No,Superior técnica,8,75.6,2,12.35
Femenino,Rural,5,1179.49,No,No,Secundaria,7,81.9,1,14.61
Femenino,Urbana,8,2122.3,No,No,Superior universitaria,7,90.7,1,15.67
Femenino,Rural,4,635.86,No,No,Primaria,8,93.4,1,14.67
Femenino,Urbana,2,2047.06,No,No,Superior técnica,3,89.8,1,15.38
Masculino,Urbana,9,1292.79,Sí,No,Primaria,6,70.8,1,12.53
Femenino,Rural,2,294.37,Sí,No,Secundaria,8,65.6,6,8.92
Femenino,Rural,8,1258.87,No,Sí,Sin educación,7,86.0,1,13.49
Femenino,Urbana,8,3564.09,Sí,No,Superior universitaria,9,66.1,2,12.64
Femenino,Urbana,6,1253.21,Sí,No,Secundaria,8,71.7,2,11.99
Femenino,Rural,5,871.8,No,Sí,Primaria,4,88.6,0,15.62
Masculino,Rural,1,1079.06,Sí,No,Secundaria,3,78.1,2,11.32
Femenino,Urbana,4,7929.49,No,No,Superior técnica,2,88.9,0,16.67
Masculino,Rural,3,399.92,No,No,Secundaria,4,69.7,3,12.95
Masculino,Urbana,5,3225.43,No,Sí,Sin educación,3,78.4,0,14.25
Femenino,Rural,9,581.1,Sí,No,Primaria,7,65.2,3,8.88
Femenino,Rural,10,853.66,Sí,Sí,Primaria,5,71.2,1,12.42
Femenino,Rural,8,1168.47,Sí,No,Secundaria,8,74.2,3,11.79
Femenino,Urbana,9,1770.49,No,No,Secundaria,3,81.9,1,12.81
Masculino,Rural,2,1408.41,Sí,No,Primaria,9,76.2,2,11.6
Femenino,Rural,4,1367.79,No,No,Primaria,10,86.1,3,12.53
Masculino,Rural,8,2536.31,Sí,No,Superior técnica,1,75.3,2,12.41
Masculino,Rural,1,771.49,No,No,Superior universitaria,7,94.0,2,14.56
Masculino,Rural,7,792.15,No,No,Secundaria,8,80.4,0,14.16
Femenino,Urbana,4,2164.04,No,No,Primaria,5,81.4,3,13.87
Masculino,Rural,4,2162.27,Sí,No,Secundaria,5,78.0,0,13.62
Femenino,Rural,5,701.0,Sí,No,Primaria,5,66.9,3,11.24
Femenino,Urbana,3,1915.99,Sí,No,Superior técnica,8,73.8,0,12.38
Masculino,Rural,3,806.6,No,No,Sin educación,5,77.6,1,12.48
Femenino,Rural,10,949.53,Sí,Sí,Primaria,7,68.1,1,12.87
Femenino,Rural,3,2042.93,Sí,No,Sin educación,6,69.2,8,7.85
Femenino,Urbana,1,3036.28,No,No,Superior universitaria,4,100.0,2,14.54
Femenino,Urbana,9,1232.11,No,No,Sin educación,4,86.4,1,12.59
Masculino,Urbana,5,1681.11,No,No,Primaria,4,94.7,0,15.79
Masculino,Rural,5,750.22,No,No,Primaria,7,87.7,0,15.33
Masculino,Urbana,8,3765.05,No,No,Superior técnica,8,82.9,1,15.76
Masculino,Rural,1,2148.57,No,No,Secundaria,3,94.3,2,13.56
Masculino,Urbana,5,6216.8,No,No,Secundaria,7,82.1,2,13.07
Masculino,Rural,10,1302.38,Sí,No,Sin educación,10,70.8,2,12.26
Masculino,Rural,1,1693.69,No,No,Sin educación,8,79.1,3,11.21
Femenino,Urbana,8,1599.21,No,No,Secundaria,5,82.7,1,14.19
Femenino,Rural,2,1388.79,No,Sí,Sin educación,6,90.3,1,12.6
Femenino,Urbana,8,2081.26,No,No,Secundaria,5,79.2,1,13.52
Femenino,Rural,2,728.23,No,No,Sin educación,6,81.6,0,11.99
Femenino,Urbana,2,1686.51,Sí,No,Superior técnica,3,72.5,0,13.19
Masculino,Urbana,7,4185.71,No,No,Secundaria,7,90.1,1,12.91
Masculino,Rural,3,1560.47,No,No,Superior técnica,5,94.0,2,12.99
Masculino,Urbana,10,4168.88,No,No,Primaria,2,91.6,4,11.34
Masculino,Urbana,8,2023.45,Sí,No,Secundaria,6,76.0,1,12.9
Femenino,Urbana,9,1043.8,Sí,No,Sin educación,6,85.6,2,12.83
Femenino,Urbana,8,1350.87,Sí,No,Superior universitaria,8,74.9,4,12.74
Masculino,Urbana,3,2231.98,No,No,Secundaria,5,91.7,4,12.55
Masculino,Urbana,2,2888.99,No,No,Superior técnica,7,87.9,1,14.17
Femenino,Urbana,10,3444.83,No,No,Secundaria,8,87.2,1,12.78
Masculino,Rural,9,1526.26,Sí,No,Primaria,4,73.2,1,12.89
Femenino,Urbana,3,1070.71,Sí,No,Superior técnica,3,79.9,1,11.89
Masculino,Rural,9,473.4,Sí,No,Secundaria,4,75.3,1,13.54
Femenino,Urbana,1,1369.2,No,Sí,Superior técnica,3,91.3,0,16.68
Masculino,Urbana,2,5194.55,No,No,Superior universitaria,6,84.4,4,13.33
Femenino,Rural,1,2114.62,No,No,Primaria,6,77.1,3,11.31
Masculino,Urbana,4,2075.3,No,No,Primaria,4,86.4,3,11.63
Masculino,Rural,4,814.83,Sí,Sí,Primaria,6,77.9,1,14.25
Masculino,Rural,4,988.54,No,No,Primaria,5,96.6,0,14.9
Masculino,Rural,2,1111.95,Sí,No,Primaria,4,78.2,2,11.39
Femenino,Urbana,1,2769.74,No,No,Superior técnica,7,88.8,0,16.98
Femenino,Rural,1,1090.77,Sí,No,Sin educación,9,68.1,8,6.89
Masculino,Rural,1,691.28,No,No,Primaria,1,90.5,0,14.24
Masculino,Rural,9,1288.27,Sí,Sí,Secundaria,2,79.8,0,13.97
Masculino,Rural,7,633.81,Sí,No,Superior técnica,4,68.4,2,12.65
Masculino,Rural,4,1058.72,No,No,Sin educación,2,84.6,3,10.71
Masculino,Rural,6,2170.45,Sí,No,Primaria,9,70.5,2,11.2
Femenino,Rural,2,847.83,No,No,Primaria,7,84.8,3,12.65
Masculino,Rural,8,1028.39,Sí,No,Primaria,9,63.8,3,11.99
Masculino,Urbana,7,1239.22,Sí,No,Primaria,2,66.8,2,11.07
Masculino,Rural,2,429.51,Sí,Sí,Primaria,6,86.3,3,12.39
Femenino,Rural,4,405.79,Sí,No,Sin educación,3,66.0,3,9.72
Femenino,Urbana,1,2536.21,No,No,Secundaria,3,88.6,2,13.69
Femenino,Urbana,2,2138.66,No,No,Superior técnica,3,89.9,1,14.34
Masculino,Rural,4,2607.37,No,Sí,Primaria,2,80.4,2,12.24
Femenino,Rural,8,3969.39,Sí,No,Primaria,5,71.3,6,9.76
Femenino,Rural,6,709.05,No,No,Superior técnica,9,83.6,0,14.76
Masculino,Urbana,2,4337.09,Sí,No,Secundaria,11,90.7,4,11.42
Femenino,Urbana,2,8004.51,No,No,Primaria,5,92.9,1,14.51
Masculino,Rural,6,706.8,No,Sí,Sin educación,10,82.0,0,13.36
Masculino,Urbana,1,5063.13,No,No,Secundaria,3,87.5,3,12.77
Masculino,Rural,6,1088.74,No,No,Sin educación,7,80.7,2,11.5
Masculino,Urbana,4,1506.92,No,No,Sin educación,1,85.7,1,12.34
Femenino,Rural,6,1514.01,No,No,Primaria,10,84.6,1,12.56
Masculino,Urbana,3,2157.35,Sí,No,Secundaria,5,73.2,3,12.56
Masculino,Urbana,4,1726.8,No,No,Secundaria,1,94.2,0,15.61
Femenino,Rural,6,1006.73,No,No,Primaria,5,77.5,1,12.66
Femenino,Urbana,2,1413.92,No,Sí,Secundaria,3,98.8,2,14.42
Masculino,Rural,1,695.92,Sí,No,Sin educación,11,65.3,8,7.64
Femenino,Urbana,1,2956.34,No,No,Superior universitaria,6,100.0,1,17.32
Femenino,Rural,3,887.21,Sí,Sí,Primaria,7,83.9,1,13.38
Femenino,Rural,1,926.81,No,No,Superior técnica,3,92.3,3,12.56
Femenino,Rural,2,502.73,Sí,No,Sin educación,4,72.9,9,7.42
Masculino,Urbana,2,3101.04,No,No,Superior técnica,2,97.6,1,13.81
Masculino,Urbana,5,1569.09,No,No,Superior universitaria,1,98.8,0,15.21
Masculino,Rural,2,277.32,Sí,No,Primaria,7,83.4,3,11.9
Femenino,Rural,6,1274.71,No,No,Superior universitaria,5,86.7,0,15.0
Masculino,Rural,7,4124.54,No,No,Secundaria,2,67.0,2,10.9
Masculino,Rural,9,734.25,No,No,Secundaria,6,79.5,2,14.23
Femenino,Rural,5,1044.87,Sí,No,Primaria,2,83.7,3,11.23
Femenino,Rural,3,1084.27,Sí,No,Secundaria,4,77.8,2,12.42
Femenino,Rural,1,1528.25,Sí,Sí,Sin educación,4,87.3,1,12.57
Femenino,Urbana,3,2365.07,No,No,Superior universitaria,6,93.2,1,17.08
Masculino,Rural,7,624.16,Sí,Sí,Primaria,7,71.1,2,11.44
Masculino,Rural,1,726.31,Sí,No,Secundaria,6,70.1,3,11.66
