tipo_delito,medio_utilizado,rango_edad_victima,genero_victima,region,hora_incidente,antivirus_activo,doble_factor,denuncia_formal,monto_afectado
Estafa por Internet,WhatsApp o SMS,30-49,Femenino,Arequipa,Madrugada,No,Si,No,2088.86
Estafa por Internet,WhatsApp o SMS,18-29,Masculino,Callao,Madrugada,No,No,Si,2088.51
Estafa por Internet,Redes Sociales,30-49,Femenino,Piura,Manana,Si,No,Si,2085.66
Suplantacion de Identidad,Redes Sociales,30-49,Masculino,Lima,Madrugada,Si,Si,No,2083.49
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Lima,Manana,No,No,Si,2082.2
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Piura,Tarde,No,No,No,2080.09
Suplantacion de Identidad,Correo Electronico,50-64,Masculino,La Libertad,Manana,No,No,No,2077.59
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Callao,Manana,No,Si,Si,2076.2
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Junin,Manana,Si,Si,No,2075.68
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Lima,Tarde,No,Si,No,2075.51
Suplantacion de Identidad,WhatsApp o SMS,30-49,Masculino,Lima,Manana,No,Si,No,2073.55
Suplantacion de Identidad,Redes Sociales,50-64,Masculino,Lima,Tarde,No,No,No,2073.45
Acceso Ilicito,Redes Sociales,18-29,Masculino,Puno,Manana,Si,No,No,2070.53
Acceso Ilicito,Correo Electronico,18-29,Masculino,Lima,Manana,No,No,No,2068.33
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Tacna,Madrugada,No,Si,Si,2068.09
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Callao,Noche,No,No,No,2059.31
Acceso Ilicito,Pagina Web Falsa,18-29,Femenino,Puno,Tarde,No,No,Si,2057.89
Acceso Ilicito,Pagina Web Falsa,18-29,Femenino,Arequipa,Madrugada,No,No,Si,2050.39
Suplantacion de Identidad,Llamada Telefonica,30-49,Femenino,Lima,Manana,No,No,No,2044.3
Estafa por Internet,Correo Electronico,18-29,Femenino,Cusco,Noche,Si,No,No,2042.55
Estafa por Internet,Llamada Telefonica,18-29,Femenino,Lima,Manana,Si,Si,No,2041.56
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Arequipa,Manana,No,No,Si,2038.37
Suplantacion de Identidad,Redes Sociales,30-49,Masculino,La Libertad,Manana,Si,No,Si,2034.56
Suplantacion de Identidad,Redes Sociales,30-49,Masculino,Lima,Noche,Si,No,No,2029.32
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Cusco,Tarde,No,No,No,2025.53
Estafa por Internet,Pagina Web Falsa,18-29,Femenino,Tacna,Tarde,No,No,No,2024.57
Estafa por Internet,WhatsApp o SMS,18-29,Masculino,Callao,Noche,Si,No,Si,2021.88
Suplantacion de Identidad,Pagina Web Falsa,18-29,Masculino,Lima,Tarde,No,No,No,2015.17
Acceso Ilicito,Llamada Telefonica,30-49,Masculino,La Libertad,Manana,No,Si,No,2012.54
Acceso Ilicito,WhatsApp o SMS,18-29,Femenino,Lima,Tarde,No,Si,Si,2009.92
Acceso Ilicito,Correo Electronico,18-29,Femenino,Lima,Manana,No,Si,Si,2008.18
Acceso Ilicito,WhatsApp o SMS,18-29,Femenino,Lima,Manana,No,No,No,1998.13
Estafa por Internet,WhatsApp o SMS,18-29,Masculino,Lima,Tarde,No,No,No,1995.49
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Lima,Madrugada,No,No,Si,1994.36
Fraude Informatico,Pagina Web Falsa,18-29,Femenino,Piura,Tarde,No,Si,Si,1993.54
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Lima,Madrugada,No,No,Si,1992.57
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Lima,Manana,No,No,No,1984.27
Estafa por Internet,WhatsApp o SMS,18-29,Masculino,Lima,Manana,Si,No,No,1979.69
Estafa por Internet,WhatsApp o SMS,50-64,Femenino,Puno,Tarde,Si,No,No,1979.31
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Lima,Noche,Si,No,No,1978.33
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Madrugada,No,Si,Si,1978.05
Suplantacion de Identidad,Correo Electronico,18-29,Masculino,Lima,Manana,No,No,No,1977.34
Suplantacion de Identidad,Pagina Web Falsa,18-29,Femenino,Lima,Madrugada,No,Si,Si,1974.03
Suplantacion de Identidad,Redes Sociales,50-64,Femenino,Lima,Madrugada,No,Si,No,1971.42
Suplantacion de Identidad,WhatsApp o SMS,30-49,Masculino,La Libertad,Manana,Si,No,Si,1962.36
Fraude Informatico,Correo Electronico,18-29,Femenino,Arequipa,Noche,No,Si,Si,1961.93
Estafa por Internet,Pagina Web Falsa,65 o mas,Masculino,Puno,Tarde,No,Si,No,1961.28
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,La Libertad,Noche,No,No,No,1960.44
Acceso Ilicito,WhatsApp o SMS,18-29,Femenino,Arequipa,Tarde,No,No,Si,1947.27
Estafa por Internet,Pagina Web Falsa,50-64,Masculino,Junin,Madrugada,Si,Si,No,1946.14
Estafa por Internet,Redes Sociales,18-29,Masculino,Lima,Manana,Si,No,No,1945.7
Sextorsion,Pagina Web Falsa,18-29,Femenino,La Libertad,Noche,No,Si,Si,1943.85
Suplantacion de Identidad,Redes Sociales,30-49,Masculino,Lima,Tarde,No,No,Si,1942.6
Sextorsion,WhatsApp o SMS,18-29,Femenino,Cusco,Tarde,Si,Si,No,1942.53
Suplantacion de Identidad,Redes Sociales,50-64,Femenino,Callao,Manana,No,No,Si,1941.31
Acceso Ilicito,WhatsApp o SMS,18-29,Masculino,Callao,Tarde,No,No,No,1937.67
Suplantacion de Identidad,WhatsApp o SMS,30-49,Masculino,Lima,Tarde,No,No,No,1935.55
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,La Libertad,Tarde,No,No,Si,1933.72
Suplantacion de Identidad,Pagina Web Falsa,30-49,Femenino,Lima,Manana,Si,Si,Si,1928.43
Suplantacion de Identidad,Redes Sociales,50-64,Femenino,Lima,Tarde,Si,No,No,1926.56
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Callao,Madrugada,No,No,No,1916.72
Suplantacion de Identidad,Correo Electronico,30-49,Masculino,La Libertad,Manana,No,No,No,1907.36
Estafa por Internet,Redes Sociales,18-29,Masculino,La Libertad,Manana,No,No,Si,1904.19
Suplantacion de Identidad,Pagina Web Falsa,18-29,Femenino,Lima,Noche,No,Si,No,1903.5
Estafa por Internet,Redes Sociales,18-29,Masculino,Lima,Madrugada,No,No,No,1894.68
Suplantacion de Identidad,WhatsApp o SMS,65 o mas,Masculino,Lima,Manana,No,No,No,1890.68
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,La Libertad,Noche,Si,No,No,1890.25
Suplantacion de Identidad,Llamada Telefonica,30-49,Masculino,Lima,Madrugada,No,Si,Si,1890.1
Suplantacion de Identidad,WhatsApp o SMS,30-49,Masculino,Lima,Tarde,Si,Si,Si,1878.66
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Lima,Madrugada,No,No,Si,1877.31
Suplantacion de Identidad,Redes Sociales,65 o mas,Masculino,Piura,Tarde,Si,No,No,1873.72
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,Lima,Tarde,Si,No,No,1872.39
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Lima,Noche,No,No,No,1872.27
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Piura,Noche,No,No,No,1872.17
Sextorsion,Llamada Telefonica,18-29,Masculino,Cusco,Noche,Si,Si,Si,1871.55
Estafa por Internet,WhatsApp o SMS,30-49,Masculino,Lambayeque,Tarde,No,No,Si,1870.69
Suplantacion de Identidad,Pagina Web Falsa,18-29,Femenino,Lima,Manana,Si,No,No,1865.5
Estafa por Internet,Redes Sociales,30-49,Femenino,Lima,Tarde,Si,No,No,1862.22
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Arequipa,Madrugada,No,No,Si,1857.59
Suplantacion de Identidad,WhatsApp o SMS,50-64,Masculino,Junin,Noche,Si,No,Si,1857.11
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Lima,Manana,No,No,Si,1854.89
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Lima,Tarde,No,No,No,1848.62
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Arequipa,Noche,Si,No,Si,1848.49
Suplantacion de Identidad,Llamada Telefonica,30-49,Femenino,Lima,Manana,Si,No,No,1832.21
Suplantacion de Identidad,WhatsApp o SMS,65 o mas,Masculino,Lima,Tarde,Si,Si,No,1832.18
Acceso Ilicito,WhatsApp o SMS,18-29,Masculino,Cusco,Manana,Si,No,No,1832.02
Suplantacion de Identidad,Correo Electronico,18-29,Femenino,Lima,Manana,No,Si,Si,1831.6
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,Junin,Manana,No,No,No,1829.33
Suplantacion de Identidad,Correo Electronico,18-29,Masculino,Lima,Manana,No,Si,No,1822.86
Estafa por Internet,Pagina Web Falsa,30-49,Masculino,Lima,Madrugada,Si,No,No,1816.75
Estafa por Internet,Llamada Telefonica,18-29,Femenino,Lima,Manana,No,No,No,1816.16
Suplantacion de Identidad,Llamada Telefonica,30-49,Femenino,Arequipa,Manana,Si,No,No,1815.42
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Callao,Manana,No,No,Si,1813.69
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Manana,No,No,No,1813.45
Suplantacion de Identidad,Pagina Web Falsa,30-49,Masculino,Lima,Tarde,Si,Si,No,1807.33
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Lima,Tarde,No,No,Si,1805.31
Suplantacion de Identidad,Llamada Telefonica,30-49,Masculino,Lima,Tarde,Si,No,No,1801.42
Suplantacion de Identidad,Pagina Web Falsa,30-49,Masculino,Lima,Noche,No,Si,No,1799.0
Acceso Ilicito,Redes Sociales,18-29,Femenino,Arequipa,Madrugada,No,No,Si,1798.38
Estafa por Internet,Llamada Telefonica,18-29,Femenino,Lambayeque,Noche,Si,No,Si,1798.1
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Callao,Tarde,No,No,No,1796.25
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,Junin,Tarde,Si,No,No,1795.55
Estafa por Internet,Correo Electronico,18-29,Femenino,Junin,Madrugada,No,Si,Si,1791.49
Estafa por Internet,Pagina Web Falsa,18-29,Masculino,Lima,Tarde,No,No,Si,1791.11
Estafa por Internet,Correo Electronico,30-49,Masculino,Cusco,Tarde,Si,Si,No,1782.26
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Lima,Madrugada,No,No,Si,1775.19
Estafa por Internet,WhatsApp o SMS,18-29,Femenino,Lima,Tarde,Si,No,No,1766.06
Suplantacion de Identidad,Redes Sociales,50-64,Masculino,Lima,Manana,Si,No,No,1765.57
Estafa por Internet,Redes Sociales,18-29,Femenino,Lima,Tarde,Si,No,Si,1765.51
Suplantacion de Identidad,Llamada Telefonica,18-29,Masculino,Puno,Manana,No,No,No,1760.63
Estafa por Internet,WhatsApp o SMS,50-64,Femenino,Lima,Manana,No,No,Si,1754.33
Suplantacion de Identidad,Redes Sociales,30-49,Masculino,Arequipa,Tarde,No,No,No,1748.57
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Junin,Manana,Si,No,No,1746.06
Estafa por Internet,Redes Sociales,30-49,Masculino,Lima,Manana,No,No,No,1745.83
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Puno,Noche,Si,No,Si,1733.18
Suplantacion de Identidad,Pagina Web Falsa,30-49,Femenino,Lima,Tarde,No,No,No,1733.05
Suplantacion de Identidad,Redes Sociales,50-64,Femenino,Lima,Manana,No,No,Si,1730.83
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Manana,No,Si,Si,1727.96
Suplantacion de Identidad,WhatsApp o SMS,50-64,Femenino,La Libertad,Noche,Si,No,No,1724.7
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Callao,Madrugada,Si,No,Si,1723.98
Estafa por Internet,Correo Electronico,18-29,Femenino,Lima,Manana,Si,No,Si,1721.5
Estafa por Internet,Correo Electronico,30-49,Masculino,Lima,Manana,No,Si,No,1721.39
Suplantacion de Identidad,Llamada Telefonica,18-29,Masculino,Lima,Tarde,No,Si,No,1720.36
Suplantacion de Identidad,Llamada Telefonica,18-29,Masculino,Lima,Manana,Si,No,Si,1718.37
Suplantacion de Identidad,WhatsApp o SMS,50-64,Femenino,Lima,Madrugada,No,Si,No,1716.67
Suplantacion de Identidad,Correo Electronico,30-49,Femenino,Lima,Noche,Si,No,No,1715.21
Estafa por Internet,Redes Sociales,18-29,Femenino,Lima,Manana,No,No,No,1713.06
Suplantacion de Identidad,Correo Electronico,30-49,Masculino,Lima,Madrugada,No,No,Si,1711.96
Acceso Ilicito,Redes Sociales,18-29,Masculino,Puno,Tarde,No,No,No,1711.6
Suplantacion de Identidad,Redes Sociales,50-64,Femenino,Lima,Tarde,No,No,No,1709.71
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Lima,Manana,No,No,No,1708.77
Suplantacion de Identidad,Redes Sociales,30-49,Masculino,Piura,Noche,Si,No,No,1707.94
Suplantacion de Identidad,Pagina Web Falsa,50-64,Masculino,Lima,Tarde,No,No,No,1707.0
Suplantacion de Identidad,Correo Electronico,18-29,Femenino,Lima,Madrugada,No,Si,No,1706.87
Estafa por Internet,WhatsApp o SMS,18-29,Femenino,Tacna,Manana,Si,No,No,1706.86
Estafa por Internet,Correo Electronico,18-29,Masculino,Tacna,Manana,No,Si,Si,1701.89
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,Puno,Tarde,Si,Si,No,1696.05
Suplantacion de Identidad,WhatsApp o SMS,30-49,Masculino,Lambayeque,Tarde,No,No,No,1694.0
